,BAT,BNB,BTC,CAKE,DASH,ENJ,FTT,ICX,IOST,IOTX,LRC,MANA,NEO,OMG,ONT,QTUM,SC,UTK,VET,XMR,XTZ,ZEC,ZEN,ZIL,ZRX
2022-08-21 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-21 04:00:00,-0.003069196428571397,-0.0003486750348675738,-0.00034042601345107837,0.0023784355179705674,-0.0021834061135369565,-0.0017953321364452268,0.0003723008190619215,0.0,0.0,0.0006668889629877217,-0.0023898035050451405,-0.0009623481294358527,-0.002085505735140769,0.0005316321105794941,-0.0008000000000000229,0.0008957897879964261,0.002421307506053072,0.000822368421052655,-0.0011659541391371153,0.0006618133686300265,-0.0006381620931715792,0.0,0.0006277463904582614,-0.0024193548387096975,0.003961703532519012
2022-08-21 05:00:00,0.001953125,0.01115760111576014,0.0009807286814103033,0.014270613107822516,0.004366812227074357,0.0035906642728904536,0.0037230081906181045,0.0035460992907800915,0.003023431594860071,0.00533511170390133,0.00026553372278281806,0.0036088054853844476,0.004171011470281538,0.006911217437533201,0.005600000000000049,0.008659301283965304,0.004842615012106588,0.0032894736842103978,0.005829770695686021,0.0046326935804104075,0.007019783024888371,0.004716981132075526,0.0037664783427495685,0.0,0.005282271376692016
2022-08-21 06:00:00,-0.006696428571428603,0.013598326359832491,-0.0042963460312551716,0.014006342494714774,-0.0065502183406113135,-0.007181328545781018,-0.003350707371556183,-0.0035460992907799804,-0.005291005291005346,-0.0013337779259752214,-0.010621348911311723,-0.0038493925177434107,-0.006256517205422418,-0.0026581605528974706,-0.0011999999999999789,-0.0005971931919976914,-0.002421307506053183,-0.004111842105263164,-0.0007773027594247806,0.0,-0.00765794511805995,-0.0031446540880503138,-0.005649717514124242,-0.007526881720430034,-0.004621987454605514
2022-08-21 07:00:00,0.012834821428571397,0.03417015341701535,0.002011436805238631,0.03488372093023262,0.008733624454148492,0.014362657091561815,0.006329113924050667,0.014184397163120588,0.009826152683295453,0.022007335778592818,0.009293680297397744,0.018404907975460016,0.012513034410844837,0.018607123870281628,0.014000000000000012,0.02418632427590328,0.009685230024213176,0.0074013157894736725,0.01748931208705784,0.006618133686300487,0.01723037651563497,0.014150943396226356,0.02699309478970502,0.011021505376344054,0.015846814130075826
2022-08-21 08:00:00,0.01618303571428581,0.03556485355648542,0.007124428065437227,0.025369978858351017,0.008733624454148492,0.01615798922800704,0.013030528667163033,0.01773049645390068,0.014361300075585781,0.026675558519506648,0.009293680297397744,0.014916396006255273,0.016684045881126153,0.022328548644338087,0.014799999999999924,0.023290534487906855,0.012106537530266248,0.009046052631578982,0.02254178002331919,0.009265387160820593,0.02297383535417996,0.018867924528301883,0.020087884494664143,0.011021505376344054,0.015846814130075826
2022-08-21 09:00:00,0.017578125,0.03486750348675027,0.010595641792620958,0.02484143763213531,0.015283842794759916,0.019748653500897495,0.01861504095309008,0.02127659574468077,0.019652305366591127,0.03434478159386467,0.010621348911311834,0.02020931071815224,0.02085505735140769,0.02392344497607657,0.017200000000000104,0.02747088683189003,0.01937046004842613,0.020559210526315708,0.02603964244073076,0.006618133686300487,0.03318442884492656,0.023584905660377187,0.026365348399246757,0.011827956989247435,0.019808517662594838
2022-08-21 10:00:00,0.01618303571428581,0.027545327754532778,0.00805564880860321,0.019820295983086655,0.01091703056768556,0.017953321364452268,0.016008935219657516,0.02127659574468077,0.017384731670445852,0.029676558852951063,0.009293680297397744,0.017322266329844682,0.019812304483837195,0.0212652844231791,0.017200000000000104,0.021200358315915047,0.016949152542372836,0.016447368421052655,0.022930431403031415,0.005294506949040434,0.02871729419272495,0.023584905660377187,0.024482109227871973,0.009408602150537737,0.018487949818421834
2022-08-21 11:00:00,0.023716517857142794,0.03242677824267792,0.014883972252922373,0.024312896405919604,0.015283842794759916,0.02333931777378795,0.022338049143708183,0.02127659574468077,0.024187452758881234,0.03801267089029681,0.015666489644184933,0.022254300493203427,0.02502606882168923,0.027644869750133028,0.02079999999999993,0.02478351746790075,0.026634382566586012,0.020559210526315708,0.030314807617566997,0.007279947054930513,0.03446075303126994,0.02672955974842761,0.038920276208411764,0.017473118279569988,0.020798943545724535
2022-08-21 12:00:00,0.019252232142857206,0.02894002789400285,0.01241894843253144,0.022727272727272707,0.01091703056768556,0.01615798922800704,0.018987341772152,0.02127659574468077,0.01889644746787611,0.025675225075024954,0.009293680297397744,0.015999037651870607,0.018769551616266922,0.01754385964912286,0.016000000000000014,0.02149895491191378,0.02421307506053272,0.018092105263157743,0.0217644772638943,0.0059563203176704604,0.02680280791320988,0.022012578616352085,0.039548022598870025,0.011021505376344054,0.016837240013205745
