,AAVE,AVAX,BAT,BNB,BTC,BTG,CAKE,ETC,FTT,FUN,MANA,MATIC,NEO,ONT,QTUM,RUNE,SOL,TRX,VET
2022-08-21 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-21 04:00:00,-0.002421307506053183,-0.001339285714285654,-0.003069196428571397,-0.0003486750348675738,-0.00034042601345107837,0.0024691358024691024,0.0023784355179705674,0.0027573529411764053,0.0003723008190619215,0.0012771392081736277,-0.0009623481294358527,-0.0019004180919802716,-0.002085505735140769,-0.0008000000000000229,0.0008957897879964261,0.0,-0.003417829678154294,-0.0024494794856094737,-0.0011659541391371153
2022-08-21 05:00:00,0.002421307506053294,0.00267857142857153,0.001953125,0.01115760111576014,0.0009807286814103033,0.00411522633744843,0.014270613107822516,0.004901960784313708,0.0037230081906181045,0.0012771392081736277,0.0036088054853844476,0.0015203344735841284,0.004171011470281538,0.005600000000000049,0.008659301283965304,0.003804089396100885,0.0017089148390772024,-0.002908756889161146,0.005829770695686021
2022-08-21 06:00:00,-0.007263922518159771,-0.006696428571428492,-0.006696428571428603,0.013598326359832491,-0.0042963460312551716,-0.004115226337448652,0.014006342494714774,-0.009191176470588203,-0.003350707371556183,0.0025542784163472554,-0.0038493925177434107,-0.00899531230203976,-0.006256517205422418,-0.0011999999999999789,-0.0005971931919976914,-0.004755111745126106,-0.008544574195385901,-0.005511328842620955,-0.0007773027594247806
2022-08-21 07:00:00,0.018159806295399594,0.02187500000000009,0.012834821428571397,0.03417015341701535,0.002011436805238631,0.005349794238683092,0.03488372093023262,0.018995098039215508,0.006329113924050667,0.005108556832694733,0.018404907975460016,0.012162675788673472,0.012513034410844837,0.014000000000000012,0.02418632427590328,0.012363290537327432,0.00968385075477074,-0.004286589099816274,0.01748931208705784
2022-08-21 08:00:00,0.023002421307506182,0.021428571428571352,0.01618303571428581,0.03556485355648542,0.007124428065437227,0.013991769547325061,0.025369978858351017,0.02450980392156854,0.013030528667163033,0.0063856960408683605,0.014916396006255273,0.01393639934118851,0.016684045881126153,0.014799999999999924,0.023290534487906855,0.0194959581550167,0.0153802335516946,-0.00030618493570122585,0.02254178002331919
2022-08-21 09:00:00,0.029055690072639306,0.02767857142857144,0.017578125,0.03486750348675027,0.010595641792620958,0.023456790123456805,0.02484143763213531,0.028186274509804043,0.01861504095309008,0.008939974457215838,0.02020931071815224,0.017863930064614175,0.02085505735140769,0.017200000000000104,0.02747088683189003,0.024726581074655085,0.024779265166619213,0.002908756889161035,0.02603964244073076
2022-08-21 10:00:00,0.025423728813559476,0.024107142857142883,0.01618303571428581,0.027545327754532778,0.00805564880860321,0.02263374485596703,0.019820295983086655,0.025735294117646967,0.016008935219657516,0.011494252873563093,0.017322266329844682,0.01837070822247555,0.019812304483837195,0.017200000000000104,0.021200358315915047,0.01806942463147876,0.02221589290800341,0.002908756889161035,0.022930431403031415
2022-08-21 11:00:00,0.036319612590798966,0.032589285714285765,0.023716517857142794,0.03242677824267792,0.014883972252922373,0.03004115226337456,0.024312896405919604,0.03492647058823528,0.022338049143708183,0.01404853128991057,0.022254300493203427,0.025338907893069917,0.02502606882168923,0.02079999999999993,0.02478351746790075,0.026628625772705528,0.031045286243235548,0.003674219228413822,0.030314807617566997
2022-08-21 12:00:00,0.02784503631961277,0.022767857142857117,0.019252232142857206,0.02894002789400285,0.01241894843253144,0.022222222222222143,0.022727272727272707,0.030024509803921573,0.018987341772152,0.010217113665389466,0.015999037651870607,0.020017737235525246,0.018769551616266922,0.016000000000000014,0.02149895491191378,0.022824536376604643,0.023355169467388137,0.0019902020820574684,0.0217644772638943
2022-08-21 13:00:00,0.023002421307506182,0.016071428571428736,0.015345982142857206,0.030683403068340276,0.008879366600153205,0.011522633744855959,0.020877378435518068,0.022977941176470562,0.014892032762472196,0.0063856960408683605,0.014074341392998901,0.0173571519067528,0.016684045881126153,0.010399999999999965,0.019408778739922417,0.01854493580599126,0.01851324409000288,0.0024494794856091406,0.02020987174504474
2022-08-21 14:00:00,0.02784503631961277,0.02008928571428581,0.016462053571428603,0.04044630404463034,0.009516368738895942,0.015226337448559724,0.034355179704016914,0.026654411764705843,0.01861504095309008,0.0063856960408683605,0.013352580295922012,0.017863930064614175,0.01772679874869665,0.011600000000000055,0.022693341295909164,0.021873514027579644,0.024779265166619213,0.002143294549908248,0.02020987174504474
2022-08-21 15:00:00,0.0314769975786926,0.02008928571428581,0.017857142857142794,0.04079497907949792,0.00997137026656958,0.021810699588477256,0.03514799154334036,0.02604166666666674,0.0193596425912137,0.005108556832694733,0.017201972813665423,0.02204484986697075,0.02085505735140769,0.014799999999999924,0.02418632427590328,0.025202092249167807,0.025918541726004163,0.003674219228413822,0.02681694520015543
2022-08-21 16:00:00,0.037530266343825724,0.026339285714285676,0.02790178571428581,0.03905160390516027,0.009340026177911742,0.018930041152263488,0.03224101479915453,0.027267156862745168,0.02792256142963523,0.010217113665389466,0.02646457355948506,0.027112631445584734,0.02502606882168923,0.024799999999999933,0.030755449387877,0.02757964812173075,0.03389347764169748,0.009338640538885556,0.03653322969296546
2022-08-21 17:00:00,0.036319612590798966,0.023214285714285854,0.02734375,0.035913528591352994,0.011807407519171198,0.020576131687242816,0.02484143763213531,0.028492647058823595,0.024199553239017124,0.003831417624521105,0.024299290268254614,0.025592296972000605,0.026068821689259725,0.020399999999999974,0.028963869811884146,0.026628625772705528,0.03360865850185135,0.010716472749540573,0.03420132141469101
2022-08-21 18:00:00,0.037530266343825724,0.025892857142857162,0.028459821428571397,0.0387029288702927,0.012797566284056705,0.01975308641975304,0.03039112050739967,0.031249999999999778,0.025688756515264366,0.007662835249041988,0.0230963551064598,0.0310401621690104,0.02815432742440027,0.021600000000000064,0.030158256195879307,0.034236804564907075,0.03674166904015941,0.011175750153092467,0.030703458997279442
2022-08-21 19:00:00,0.036319612590798966,0.02767857142857144,0.028180803571428603,0.042887029288702916,0.014300250085813593,0.01975308641975304,0.030655391120507414,0.034313725490195957,0.026433358153387987,0.007662835249041988,0.02273547455792113,0.030279994932218557,0.03128258602711176,0.018799999999999928,0.031054045983875733,0.03043271516880619,0.03474793506123608,0.008879363135333662,0.033035367275553895
2022-08-21 20:00:00,0.03874092009685226,0.031696428571428514,0.029575892857142794,0.04637377963737799,0.01224543489658969,0.029629629629629672,0.03488372093023262,0.02941176470588247,0.025316455696202445,0.007662835249041988,0.02562251894622869,0.0372481946028127,0.03128258602711176,0.022399999999999975,0.038518960883845876,0.02948169281978119,0.03588721162062081,0.010563380281690016,0.03342401865526612
2022-08-21 21:00:00,0.041162227602905554,0.036160714285714324,0.0323660714285714,0.04916317991631791,0.015329072192947102,0.024691358024691246,0.03858350951374212,0.034007352941176405,0.028667163067758628,0.011494252873563093,0.03211836881992047,0.04345622703661478,0.0344108446298228,0.023600000000000065,0.03911615407584357,0.035187826913932296,0.050697806892623154,0.009491733006735892,0.040419743490089255
2022-08-21 22:00:00,0.04600484261501214,0.025000000000000133,0.0323660714285714,0.05369595536959548,0.016844015103221643,0.026337448559670795,0.04069767441860472,0.030330882352941346,0.034251675353685895,0.010217113665389466,0.02706604114038247,0.03750158368174317,0.03232533889468203,0.02400000000000002,0.04150492684383389,0.03233475986685663,0.041868413557391015,0.010869565217391353,0.034589972794403456
2022-08-21 23:00:00,0.041162227602905554,0.025446428571428648,0.029017857142857206,0.05264993026499298,0.014469991588365483,0.027983539094650123,0.03964059196617353,0.03155637254901955,0.03201787043931503,0.012771392081736721,0.02562251894622869,0.039528696313188894,0.03128258602711176,0.02079999999999993,0.03702597790385176,0.03233475986685663,0.03873540301908296,0.008879363135333662,0.03186941313641678
